字段1,字段1链接,字段2,详情标题,字段3,字段4
2022年12月云南省曲靖市煤炭价格环比小幅上涨,https://www.cctd.com.cn/show-361-230632-1.html,2023-01-29,2022年12月云南省曲靖市煤炭价格环比小幅上涨,"来源：曲靖市商务局
					
					发布时间：2023-01-29 09:56:34
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",据云南省商务厅重要生产资料市场监测系统显示，2022年12月，云南省曲靖市煤炭均价2618.8元/吨，环比上涨3.9%，同比上涨8.8%。12月气温较低，煤炭供暖需求旺盛，价格环比小幅上涨。预计后期，煤炭市场供需平稳，价格或将平稳运行。
1月第二周山西省煤炭价格微幅上涨,https://www.cctd.com.cn/show-361-230630-1.html,2023-01-29,1月第二周山西省煤炭价格微幅上涨,"来源：山西省商务厅
					
					发布时间：2023-01-29 09:52:21
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",据山西省商务厅生产资料市场监测数据显示：（1月9日-15日）山西省煤炭均价1310.9元/吨，环比上涨0.9%。其中，无烟煤2号均价1648元/吨，环比上涨2.3%；炼焦煤1/3焦煤均价1475.88元/吨，环比上涨0.5%；动力煤发热量5000-5500大卡均价808.82元/吨，环比下跌1.4%。省内无烟块煤市场延续上涨走势，煤企生产较为稳定，晋城地区大型煤企块煤价格普遍上调30元/吨，地方煤企块煤价格上调20-50元/吨不等。省内主要煤企及大部分地方煤企炼焦用精煤价格维持稳定，吕梁地区个别地方煤企低硫、高硫主焦煤市场价格分别追涨20元/吨。省内动力煤市场小幅下跌，朔州、忻州、阳泉、长治、晋中等地部分品种直达煤价格下跌5-30元/吨不等。预计短期内煤炭价格或将偏强震荡运行。
1月第二周江苏省苏州市煤炭价格环比持平,https://www.cctd.com.cn/show-361-230629-1.html,2023-01-29,1月第二周江苏省苏州市煤炭价格环比持平,"来源：苏州市商务局
					
					发布时间：2023-01-29 09:49:35
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",据商务部重要生产资料市场监测系统数据显示，（2023年1月9日-1月13日），江苏省苏州市煤炭市场均价941.52元/吨，环比持平。其中无烟煤平均价格1050元/吨，环比持平；烟煤平均价格833.05元/吨，环比上涨0.1%。
1月第一周江苏省宿迁市煤炭价格微幅上涨,https://www.cctd.com.cn/show-361-230628-1.html,2023-01-29,1月第一周江苏省宿迁市煤炭价格微幅上涨,"来源：宿迁市商务局
					
					发布时间：2023-01-29 09:47:04
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",据宿迁市商务局重要生产资料市场监测数据显示，2022年12月31日—2023年1月6日，江苏省宿迁市煤炭均价为1529.89元/吨，环比上涨0.2%；其中无烟煤中的无烟煤2号，洗选块煤均价为1559.67元/吨，环比上涨0.6%；烟煤中的动力煤发热量5000-5500大卡均价1015元/吨，环比下降0.1%；炼焦煤1/3焦煤均价为2015元/吨，环比持平。随着大宗商品期货价格上涨，预计短期内宿迁市煤炭价格可能继续上涨。
1月第二周河南省洛阳市煤炭价格环比上涨,https://www.cctd.com.cn/show-361-230626-1.html,2023-01-29,1月第二周河南省洛阳市煤炭价格环比上涨,"来源：洛阳市商务局
					
					发布时间：2023-01-29 09:43:45
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",据商务部业务系统统一平台洛阳市重要生产资料监测系统数据显示，上周（1月7日-1月13日）洛阳市煤炭（烟煤）平均零售价为761.5元/吨，环比上涨0.3%。上周我市煤炭价格小幅上涨。临近春节，煤矿多以安全生产为主，电厂整体日耗偏弱，采购以刚需为主。节前煤炭供需双弱，预计短期内煤价保持震荡运行。
1月第一周河南省驻马店市煤炭价格基本持平,https://www.cctd.com.cn/show-361-230625-1.html,2023-01-29,1月第一周河南省驻马店市煤炭价格基本持平,"来源：驻马店市商务局
					
					发布时间：2023-01-29 09:41:51
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",据驻马店市商务局重要生产资料市场监测系统显示，1月第1周（12月31日-1月6日），河南省驻马店市煤炭平均价格1250元/吨，周环比持平。其中：无烟煤1537.5元/吨、烟煤962.5元/吨，周环分别持平。临近春节，煤矿开始放假，供给有所减少，需求方面，电厂目前仍以中长协采购为主，煤化工企业维持刚需补库。预计后期，我市煤炭价格将小幅增加。
1月第二周天津市煤炭价格环比持平,https://www.cctd.com.cn/show-361-230623-1.html,2023-01-29,1月第二周天津市煤炭价格环比持平,"来源：天津市商务局综合服务中心
					
					发布时间：2023-01-29 09:37:37
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",据天津市市场运行监测数据显示，1月份第二周（1月9日-1月15日），天津市煤炭均价为734元/吨，环比持平。上周需求预期改善，积极加仓配置。当前煤炭需求仍然是板块投资的主要矛盾，伴随寒潮来袭以及经济刺激政策持续发力，煤炭需求向好预期更加明确。春节临近，煤矿停产放假增多，供应减少，下游刚性采购提振煤炭价格，叠加中国神华再次上调最新一期外采煤炭价格，需求韧性尽显，后市煤炭价格看涨。供给方面，产量增量仍存在不确定性，虽然供暖季或许存在一定量的保供核增产能增量，但现实情况是疫情、矿难以及临近春节煤矿开工率或将出现下行；需求方面，中央气象台发布最高级别寒潮预警，13日起全国或将大幅降温，冬季取暖需求高，同时疫情影响也将逐渐减弱，各地疫情过峰之后二产三产有望快速恢复，电煤日耗将有望抬升，动力煤仍具向上动能。
刘国跃当选新一届全国政协委员,https://www.cctd.com.cn/show-22-230622-1.html,2023-01-29,刘国跃当选新一届全国政协委员,"来源：新华社
					
					发布时间：2023-01-29 09:30:17
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",近日，政协第十三届全国委员会常务委员会第二十五次会议通过了中国人民政治协商会议第十四届全国委员会委员名单。国家能源集团党组书记、董事长刘国跃当选第十四届全国政协委员。
国家能源集团：春节7天商品煤资源量完成1360万吨 较同期增长16%,https://www.cctd.com.cn/show-22-230620-1.html,2023-01-29,国家能源集团：春节7天商品煤资源量完成1360万吨 较同期增长16%,"来源：国家能源之声
					
					发布时间：2023-01-29 09:28:49
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻",据“国家能源之声”微信公众号1月28日消息，春节假期，国家能源集团73座在产煤矿稳产高产，煤炭库存低于15天以上电厂动态清零，集团火电机组累计参与启停调峰109台次，助力实现电热供应稳定。春节7天，国家能源集团商品煤资源量完成1360万吨、较同期增长16%，商品煤销售量完成1315万吨、较同期增长13%，自有煤炭运输量完成718万吨、较同期增长23%，两港装船量完成439万吨，发电量完成181亿千瓦时、较同期增长8.4%，供热量完成2063.6万吉焦、较同期增长13.3%，化工品产量完成60万吨、较同期增长18%，生产运营主要指标全部超额完成计划，圆满完成春节假期能源电力保供任务。
阳泉：2022年煤炭产量创历史新高,https://www.cctd.com.cn/show-176-230618-1.html,2023-01-29,阳泉：2022年煤炭产量创历史新高,"来源：阳泉日报
					
					发布时间：2023-01-29 09:26:23
					
						字号【
							小
							中
							大 】
						
						
							
                    收藏新闻","还未立春，天气仍寒。不过，百米井下，却是热火朝天的生产景象。刚刚切割的煤炭顺着皮带传输到地面，装车发运。连日来，华阳集团按照省、市能源保供工作有关要求，坚决扛起国有煤炭企业责任担当，通过安全生产、精准发运等措施，推进煤炭保供工作。
　　阳泉市能源局统计数据显示，2022年，在各级各部门和企业的共同努力下，阳泉市生产煤矿扛起能源保供大任，累计生产煤炭6897.78万吨，同比增长1.07%，产量创历史新高。
　　煤炭是我国的主体能源，在保障国家能源安全中发挥着“压舱石”作用。阳泉曾是全国最大的无烟煤生产基地，长期以来，向全国输送了大量的煤炭产品，为国家经济社会发展和保障能源安全作出了重要贡献。
　　煤炭保供事关国家能源安全，事关经济社会发展大局，是必须不折不扣抓好落实的重大政治任务。2022年，阳泉市进一步增强做好煤炭增产保供工作的责任感、使命感，高规格组建工作专班，市领导挂帅，逐县（区）签订煤炭保供责任书，在确保安全生产的基础上，加快释放煤炭先进产能，确保完成煤炭保供任务。
　　瞄准目标任务，阳泉市能源部门积极落实煤炭保供工作，建立并执行煤炭产量日调度机制，督促现有生产煤矿合理安排采掘衔接和生产计划，均衡组织生产。同时，细化分解电煤供应任务，推动煤矿、电力企业2022年电煤中长期合同换签补签工作，推进电煤中长期合同签约、录入、签订履约承诺书、执行价格政策“4个100%”任务落实。2022年，全市6家煤电企业足额签订电煤合同，没有因缺煤而停机。
　　此外，市能源部门积极开展入企服务，鼓励企业加强技术改造，加快提高煤矿机械化、自动化、智能化水平，推动煤矿达产稳产，全面夯实煤矿产量基础；全力做好生产挖潜增效工作，加快新建项目接续，对长期停建缓建煤矿分类处置，有序开展产能核增和新增，依法依规释放先进产能；配合发改、交通等部门，加强调度监测，做好煤炭物流储运，确保煤炭增产保供各环节保障有力、运行顺畅。
　　一矿是华阳集团主力矿井之一。2022年，一矿成立了保供工作领导组，优化生产布局，科学组织开采，逐日分解指标，挖掘铁路运力，确保任务圆满完成。程庄煤矿作为晋能集团重要矿井，聚焦煤炭外运销售，高效组织长协保供煤销售工作，保证煤炭外运销售工作正常有序开展。
　　市委经济工作会议指出，要坚决完成能源保供任务，加快煤炭产能核增和优质产能释放，2023年全年煤炭产量不低于6890万吨。科学抓好煤矿生产组织，坚持日调度机制，督促煤炭企业科学合理安排采掘衔接和生产计划，提升生产效率，推动产能利用率稳定在合理区间，在确保安全的前提下稳产增产。
　　市能源局负责人表示，做好煤炭保供工作意义重大。他们将按照市委经济工作会议要求，准确把握能源保供的形势要求，更好统筹发展和安全，下非常之力，行过硬之策，健全能源保障体系、稳定煤炭生产基础、挖潜煤炭新增产能，努力构建安全可靠的煤炭供应体系，高质量做好煤炭保供各项工作。"
